timestamp,temperature,humidity
2025-03-09 17:08:38,19.2,35.0
2025-03-09 17:08:25,19.2,35.0
2025-03-09 17:08:11,19.2,35.0
2025-03-09 17:07:58,19.2,35.0
2025-03-09 17:07:45,19.2,35.0
2025-03-09 17:07:32,19.2,35.0
2025-03-09 17:07:18,19.2,35.0
2025-03-09 17:07:05,19.2,35.0
2025-03-09 17:06:52,19.2,35.0
2025-03-09 17:06:39,19.2,35.0
2025-03-09 17:06:25,19.2,35.0
2025-03-09 17:06:12,19.2,35.0
2025-03-09 17:05:59,19.2,35.0
2025-03-09 17:05:46,19.2,35.0
2025-03-09 17:05:32,19.2,35.0
2025-03-09 17:05:19,19.2,35.0
2025-03-09 17:05:06,19.2,35.0
2025-03-09 17:04:52,19.2,35.0
2025-03-09 17:04:38,19.2,35.0
2025-03-09 17:04:25,19.2,35.0
2025-03-09 17:04:12,19.2,35.0
2025-03-09 17:03:59,19.2,35.0
2025-03-09 17:03:45,19.2,35.0
2025-03-09 17:03:32,19.2,35.0
2025-03-09 17:03:19,19.2,35.0
2025-03-09 17:03:06,19.2,35.0
2025-03-09 17:02:53,19.2,35.0
2025-03-09 17:02:39,19.2,35.0
2025-03-09 17:02:26,19.2,35.0
2025-03-09 17:02:13,19.1,35.0
2025-03-09 17:02:00,19.1,35.0
2025-03-09 17:01:47,19.1,35.0
2025-03-09 17:01:32,19.1,35.0
2025-03-09 17:01:19,19.1,35.0
2025-03-09 17:01:06,19.1,35.0
2025-03-09 17:00:53,19.1,35.0
2025-03-09 17:00:39,19.1,35.0
2025-03-09 17:00:26,19.1,35.0
2025-03-09 17:00:13,19.1,35.0
2025-03-09 17:00:00,19.1,35.0
2025-03-09 16:59:46,19.1,35.0
2025-03-09 16:59:33,19.1,35.0
2025-03-09 16:59:20,19.1,35.0
2025-03-09 16:59:07,19.1,35.0
2025-03-09 16:58:54,19.1,35.0
2025-03-09 16:58:40,19.1,35.0
2025-03-09 16:58:27,19.1,35.0
2025-03-09 16:58:14,19.1,35.0
2025-03-09 16:58:01,19.1,35.0
2025-03-09 16:57:48,19.1,35.0
2025-03-09 16:57:35,19.1,35.0
2025-03-09 16:57:21,19.1,35.0
2025-03-09 16:57:08,19.1,35.0
2025-03-09 16:56:55,19.1,35.0
2025-03-09 16:56:41,19.1,35.0
2025-03-09 16:56:27,19.1,35.0
2025-03-09 16:56:14,19.1,35.0
2025-03-09 16:53:16,19.1,35.0
2025-03-09 16:53:03,19.1,35.0
2025-03-09 16:52:49,19.1,35.0
2025-03-09 16:52:36,19.1,35.0
2025-03-09 16:52:23,19.1,35.0
2025-03-09 16:52:10,19.1,35.0
2025-03-09 16:51:57,19.1,35.0
2025-03-09 16:51:43,19.1,35.0
2025-03-09 16:51:30,19.1,35.0
2025-03-09 16:51:17,19.1,35.0
2025-03-09 16:51:04,19.1,35.0
2025-03-09 16:50:51,19.1,35.0
2025-03-09 16:50:37,19.1,35.0
2025-03-09 16:50:24,19.1,35.0
2025-03-09 16:50:11,19.1,35.0
2025-03-09 16:49:58,19.1,35.0
2025-03-09 16:49:45,19.1,35.0
2025-03-09 16:49:31,19.1,35.0
2025-03-09 16:49:18,19.1,35.0
2025-03-09 16:49:05,19.1,35.0
2025-03-09 16:48:52,19.1,35.0
2025-03-09 16:48:38,19.1,35.0
2025-03-09 16:48:25,19.1,35.0
2025-03-09 16:48:12,19.1,35.0
2025-03-09 16:47:56,19.1,35.0
2025-03-09 16:47:42,19.1,35.0
2025-03-09 16:47:29,19.1,35.0
2025-03-09 16:47:16,19.1,35.0
2025-03-09 16:47:03,19.1,35.0
2025-03-09 16:46:49,19.1,35.0
2025-03-09 16:46:36,19.1,35.0
2025-03-09 16:46:23,19.1,35.0
2025-03-09 16:46:09,19.1,35.0
2025-03-09 16:45:56,19.1,35.0
2025-03-09 16:45:43,19.1,35.0
2025-03-09 16:45:29,19.1,35.0
2025-03-09 16:45:16,19.1,35.0
2025-03-09 16:45:03,19.1,35.0
2025-03-09 16:44:50,19.1,35.0
2025-03-09 16:44:36,19.1,35.0
2025-03-09 16:44:23,19.1,35.0
2025-03-09 16:44:10,19.1,35.0
2025-03-09 16:43:57,19.1,35.0
2025-03-09 16:43:43,19.1,35.0
2025-03-09 16:43:30,19.1,35.0
2025-03-09 16:43:17,19.1,35.0
2025-03-09 16:43:04,19.1,35.0
2025-03-09 16:42:50,19.1,35.0
2025-03-09 16:42:37,19.1,35.0
2025-03-09 16:42:24,19.1,35.0
2025-03-09 16:42:11,19.1,35.0
2025-03-09 16:41:57,19.1,35.0
2025-03-09 16:41:44,19.1,35.0
2025-03-09 16:41:31,19.1,35.0
2025-03-09 16:41:18,19.1,35.0
2025-03-09 16:41:05,19.1,35.0
2025-03-09 16:40:52,19.1,35.0
2025-03-09 16:40:38,19.1,35.0
2025-03-09 16:40:25,19.1,35.0
2025-03-09 16:40:12,19.1,35.0
2025-03-09 16:39:59,19.1,35.0
2025-03-09 16:39:45,19.1,35.0
2025-03-09 16:39:32,19.1,35.0
2025-03-09 16:39:19,19.1,35.0
2025-03-09 16:39:06,19.1,35.0
2025-03-09 16:38:52,19.1,35.0
2025-03-09 16:38:39,19.1,35.0
2025-03-09 16:38:26,19.1,35.0
2025-03-09 16:38:13,19.1,35.0
2025-03-09 16:38:00,19.1,35.0
2025-03-09 16:37:46,19.1,35.0
2025-03-09 16:37:33,19.1,35.0
2025-03-09 16:37:20,19.1,35.0
2025-03-09 16:37:07,19.1,35.0
2025-03-09 16:36:54,19.1,35.0
2025-03-09 16:36:40,19.1,35.0
2025-03-09 16:36:27,19.1,35.0
2025-03-09 16:36:14,19.1,35.0
2025-03-09 16:36:01,19.1,35.0
2025-03-09 16:35:47,19.1,35.0
2025-03-09 16:35:34,19.1,35.0
2025-03-09 16:35:21,19.1,35.0
2025-03-09 16:35:08,19.1,35.0
2025-03-09 16:34:55,19.1,35.0
2025-03-09 16:34:41,19.1,35.0
2025-03-09 16:34:28,19.1,35.0
2025-03-09 16:34:15,19.1,35.0
2025-03-09 16:34:01,19.1,35.0
2025-03-09 16:33:48,19.1,35.0
2025-03-09 16:33:35,19.1,35.0
2025-03-09 16:33:22,19.1,35.0
2025-03-09 16:33:08,19.1,35.0
2025-03-09 16:32:55,19.1,35.0
2025-03-09 16:32:42,19.1,35.0
2025-03-09 16:32:29,19.1,35.0
2025-03-09 16:32:15,19.1,35.0
2025-03-09 16:32:02,19.1,35.0
2025-03-09 16:31:49,19.4,32.0
2025-03-09 16:31:36,19.4,32.0
2025-03-09 16:31:23,19.4,32.0
2025-03-09 16:31:10,19.4,32.0
2025-03-09 16:30:56,19.4,32.0
2025-03-09 16:30:43,19.4,32.0
2025-03-09 16:30:30,19.4,32.0
2025-03-09 16:30:17,19.4,32.0
2025-03-09 16:30:03,19.4,32.0
2025-03-09 16:29:50,19.4,32.0
2025-03-09 16:29:37,19.4,32.0
2025-03-09 16:29:27,19.4,32.0
2025-03-09 16:29:13,19.4,32.0
2025-03-09 16:29:00,19.4,32.0
2025-03-09 16:28:47,19.4,32.0
2025-03-09 16:28:34,19.4,32.0
2025-03-09 16:28:23,19.4,32.0
2025-03-09 16:28:10,19.4,32.0
2025-03-09 16:27:57,19.4,32.0
2025-03-09 16:27:44,19.4,32.0
2025-03-09 16:27:31,19.4,32.0
2025-03-09 16:27:17,19.4,32.0
2025-03-09 16:27:04,19.4,32.0
2025-03-09 16:26:51,19.4,32.0
2025-03-09 16:26:38,19.4,32.0
2025-03-09 16:26:24,19.4,32.0
2025-03-09 16:26:11,19.4,32.0
2025-03-09 16:25:58,19.4,32.0
2025-03-09 16:25:44,19.4,32.0
2025-03-09 16:25:31,19.4,32.0
2025-03-09 16:25:18,19.4,32.0
2025-03-09 16:25:05,19.4,32.0
2025-03-09 16:24:48,19.4,32.0
2025-03-09 16:24:35,19.4,32.0
2025-03-09 16:24:22,19.4,32.0
2025-03-09 16:24:11,19.4,32.0
2025-03-09 16:23:57,19.4,32.0
2025-03-09 16:23:44,19.4,32.0
2025-03-09 16:23:31,19.4,32.0
2025-03-09 16:23:18,19.4,32.0
2025-03-09 16:23:05,19.4,32.0
2025-03-09 16:22:51,19.4,32.0
2025-03-09 16:22:38,19.4,32.0
2025-03-09 16:22:25,19.4,32.0
2025-03-09 16:22:12,19.4,32.0
2025-03-09 16:21:58,19.4,32.0
